Date,Visting Team,League,Visiting Team Game Number,Home Team,League.1,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS,Win,wonPrev
20130911,ANA,AL,145,TOR,AL,145,5,4,54,TOR02,17994.0,29,8,2,0,1,5,0,3,0,5,1,5,0,1,1,0,5,3,3,3,1,0,27,11,2,0,0,0,31,4,2,1,0,2,0,0,0,4,0,6,2,0,0,0,4,5,5,5,0,0,27,14,0,1,2,0,wilsc004,delas001,friee001,wilsc004,dickr001,0.27586206896551724,0.12903225806451613,0.35135135135135137,0.22857142857142856,0.4482758620689655,0.25806451612903225,0.7996272134203168,0.4866359447004608,1.0,1.0
20130912,ANA,AL,146,TOR,AL,146,4,3,54,TOR02,20767.0,35,8,2,0,1,3,0,0,0,4,0,9,0,0,0,0,8,4,3,3,0,0,27,9,0,0,2,0,36,11,6,0,1,3,0,0,0,3,0,8,0,0,2,0,9,6,3,3,1,0,27,7,1,0,0,0,richg002,happj001,friee001,richg002,happj001,0.22857142857142856,0.3055555555555556,0.3076923076923077,0.358974358974359,0.37142857142857144,0.5555555555555556,0.6791208791208792,0.9145299145299146,1.0,1.0
20130913,ANA,AL,147,HOU,AL,147,7,9,51,HOU03,19742.0,36,12,2,1,1,7,0,0,1,6,0,12,0,0,2,0,9,4,9,9,0,0,24,12,0,0,3,0,33,14,0,0,2,9,0,0,2,2,0,7,0,3,1,0,4,5,7,7,1,0,27,13,0,0,2,0,keucd001,vargj001,fielj002,vargj001,keucd001,0.3333333333333333,0.42424242424242425,0.4418604651162791,0.4864864864864865,0.5277777777777778,0.6060606060606061,0.9696382428940568,1.0925470925470926,0.0,1.0
20130914,ANA,AL,148,HOU,AL,148,6,2,54,HOU03,21903.0,33,9,3,1,1,5,1,1,0,5,0,6,0,0,2,0,7,4,2,2,1,0,27,7,0,0,0,0,36,9,0,0,1,2,0,0,0,1,0,9,0,0,0,0,8,2,6,6,0,0,27,10,1,1,2,0,weavj003,oberb001,,weavj003,oberb001,0.2727272727272727,0.25,0.358974358974359,0.2702702702702703,0.5151515151515151,0.3333333333333333,0.8741258741258742,0.6036036036036037,1.0,0.0
20130915,ANA,AL,149,HOU,AL,149,2,1,54,HOU03,21374.0,30,6,0,1,0,2,0,1,0,2,0,4,1,0,1,0,4,3,1,1,0,0,27,16,1,0,2,0,32,7,0,0,1,1,1,0,1,1,0,7,0,0,2,0,7,3,2,2,0,0,27,13,0,0,2,0,willj003,clemp002,friee001,willj003,clemp002,0.2,0.21875,0.24242424242424243,0.2647058823529412,0.26666666666666666,0.3125,0.509090909090909,0.5772058823529411,1.0,1.0
20130916,ANA,AL,150,OAK,AL,150,12,1,54,OAK01,14629.0,43,15,2,1,2,12,0,0,0,4,0,7,0,0,0,0,8,3,1,1,0,0,27,11,0,0,1,0,32,6,0,0,0,1,0,0,0,4,0,8,0,0,1,0,8,5,11,11,0,0,27,9,1,0,0,0,wilsc004,parkj001,,wilsc004,parkj001,0.3488372093023256,0.1875,0.40425531914893614,0.2777777777777778,0.5813953488372093,0.1875,0.9856506679861454,0.4652777777777778,1.0,1.0
20130917,ANA,AL,151,OAK,AL,151,1,2,53,OAK01,18771.0,35,7,0,0,1,1,0,0,2,1,0,9,1,0,0,0,10,4,2,2,0,0,26,10,0,0,0,0,35,9,2,0,0,2,0,0,0,4,1,8,0,0,0,0,11,5,1,1,0,0,27,7,1,0,0,0,balfg001,kohnm001,,richg002,grays001,0.2,0.2571428571428571,0.2631578947368421,0.3333333333333333,0.2857142857142857,0.3142857142857143,0.5488721804511278,0.6476190476190475,0.0,1.0
20130918,ANA,AL,152,OAK,AL,152,5,4,66,OAK01,20260.0,37,5,1,0,2,5,1,1,0,3,0,8,0,0,0,0,4,5,4,4,0,0,33,8,0,0,0,0,40,8,0,0,2,4,0,0,1,3,0,9,0,0,0,0,7,7,4,4,0,0,33,6,1,0,0,0,gutij002,chavj001,friee001,vargj001,grifa002,0.13513513513513514,0.2,0.1951219512195122,0.2727272727272727,0.32432432432432434,0.35,0.5194462755438365,0.6227272727272727,1.0,0.0
20130920,SEA,AL,154,ANA,AL,153,2,3,65,ANA01,39469.0,40,7,2,0,0,2,0,0,0,5,0,12,1,0,0,0,10,6,1,1,0,0,32,19,1,0,3,0,38,10,1,0,0,3,2,0,0,4,2,6,0,0,3,0,9,7,2,2,1,0,33,7,1,0,0,0,rasmc002,lafrb001,,ramie004,shoem001,0.175,0.2631578947368421,0.26666666666666666,0.3333333333333333,0.225,0.2894736842105263,0.4916666666666667,0.6228070175438596,1.0,1.0
20130921,SEA,AL,155,ANA,AL,154,5,6,51,ANA01,41001.0,35,9,1,0,1,4,0,1,0,7,0,11,0,0,0,0,11,2,6,6,1,0,24,7,0,0,0,0,30,6,1,1,1,5,0,0,0,2,0,10,1,0,0,0,2,6,4,4,0,1,27,8,1,0,0,0,willj003,saunj001,friee001,saunj001,willj003,0.2571428571428571,0.2,0.37209302325581395,0.25,0.37142857142857144,0.4,0.7435215946843854,0.65,1.0,1.0
20130922,SEA,AL,156,ANA,AL,155,3,2,54,ANA01,39099.0,33,8,2,0,1,3,0,0,0,1,0,10,1,0,2,0,4,6,2,2,2,0,27,4,1,0,0,0,33,5,1,0,1,2,0,0,1,8,0,15,2,0,0,0,13,2,3,3,0,1,27,9,0,0,2,0,pereo002,wilsc004,farqd001,hernf002,wilsc004,0.24242424242424243,0.15151515151515152,0.2647058823529412,0.3333333333333333,0.3939393939393939,0.2727272727272727,0.6586452762923352,0.606060606060606,0.0,1.0
20130923,OAK,AL,157,ANA,AL,156,10,5,54,ANA01,41147.0,38,13,2,0,2,10,0,1,0,4,1,6,0,1,0,0,6,4,2,2,0,0,27,10,1,0,0,0,32,6,1,1,1,5,0,1,0,3,0,14,0,1,0,0,4,5,10,10,0,0,27,5,0,0,0,0,milot001,richg002,,milot001,richg002,0.34210526315789475,0.1875,0.3953488372093023,0.25,0.5526315789473685,0.375,0.9479804161566708,0.625,0.0,0.0
20130924,OAK,AL,158,ANA,AL,157,0,3,51,ANA01,38158.0,28,4,0,0,0,0,0,0,0,1,0,5,0,0,2,0,2,4,3,3,0,0,24,4,0,0,0,0,29,5,0,0,1,3,0,0,1,1,0,11,0,0,0,0,4,1,0,0,0,0,27,10,0,0,2,0,vargj001,grifa002,,grifa002,vargj001,0.14285714285714285,0.1724137931034483,0.1724137931034483,0.22580645161290322,0.14285714285714285,0.27586206896551724,0.31527093596059114,0.5016685205784205,1.0,0.0
20130925,OAK,AL,159,ANA,AL,158,1,3,51,ANA01,36226.0,31,6,0,0,0,1,1,1,0,1,0,4,1,0,0,0,6,3,1,1,0,0,24,15,1,0,1,0,29,8,0,0,0,3,2,0,0,2,0,7,2,0,1,0,6,3,1,1,0,0,27,4,0,0,0,0,weavj003,strad003,friee001,strad003,weavj003,0.1935483870967742,0.27586206896551724,0.21212121212121213,0.3225806451612903,0.1935483870967742,0.27586206896551724,0.4056695992179863,0.5984427141268076,1.0,1.0
20130926,ANA,AL,159,TEX,AL,159,5,6,51,ARL02,26198.0,40,13,0,1,0,3,0,0,0,3,1,5,0,0,1,0,11,6,6,6,0,0,24,9,1,0,3,0,32,12,1,0,1,6,1,1,0,1,0,6,1,0,2,0,5,5,2,2,1,0,27,12,4,0,1,0,nathj001,kohnm001,,willj003,garzm001,0.325,0.375,0.37209302325581395,0.38235294117647056,0.375,0.5,0.7470930232558141,0.8823529411764706,0.0,1.0
20130927,ANA,AL,160,TEX,AL,160,3,5,51,ARL02,37355.0,31,8,0,0,0,3,0,1,0,3,0,10,0,1,2,0,5,5,5,5,3,0,24,7,1,0,1,0,29,7,0,0,0,4,1,0,2,6,0,8,3,1,0,0,9,5,3,3,0,0,27,12,0,0,3,0,cottn001,gutij002,nathj001,wilsc004,ogana001,0.25806451612903225,0.2413793103448276,0.3142857142857143,0.40540540540540543,0.25806451612903225,0.2413793103448276,0.5723502304147465,0.6467847157502329,0.0,0.0
20130928,ANA,AL,161,TEX,AL,161,4,7,51,ARL02,38635.0,34,9,5,0,0,4,0,2,0,4,0,10,0,0,0,0,9,4,4,4,2,0,24,8,5,0,0,0,32,10,2,0,0,3,3,1,0,2,0,4,2,0,0,0,7,5,4,4,0,0,27,9,0,0,0,0,sorij001,richg002,nathj001,richg002,holld003,0.2647058823529412,0.3125,0.325,0.34285714285714286,0.4117647058823529,0.375,0.736764705882353,0.7178571428571429,0.0,0.0
20130929,ANA,AL,162,TEX,AL,162,2,6,51,ARL02,40057.0,31,7,0,0,1,2,0,0,0,2,0,11,1,0,3,0,4,4,5,5,0,0,24,6,1,0,1,0,32,10,3,0,2,6,1,0,0,2,0,6,2,0,1,0,5,5,2,2,0,0,27,9,0,0,3,0,cottn001,vargj001,,vargj001,darvy001,0.22580645161290322,0.3125,0.2727272727272727,0.35294117647058826,0.3225806451612903,0.59375,0.595307917888563,0.9466911764705884,0.0,0.0
20140331,SEA,AL,1,ANA,AL,1,10,3,54,ANA01,44152.0,36,11,4,2,1,10,0,1,0,8,1,11,1,1,0,0,8,5,2,2,2,0,27,5,1,0,0,0,34,6,1,0,1,3,0,0,1,1,0,13,1,0,0,0,6,5,9,9,0,0,27,7,1,0,0,0,hernf002,weavj003,,hernf002,weavj003,0.3055555555555556,0.17647058823529413,0.4222222222222222,0.2222222222222222,0.6111111111111112,0.29411764705882354,1.0333333333333334,0.5163398692810457,0.0,0.0
20140401,SEA,AL,2,ANA,AL,2,8,3,54,ANA01,43567.0,36,10,3,0,2,8,0,0,0,3,1,12,1,1,0,0,4,4,2,2,0,0,27,14,2,0,2,0,33,8,2,0,1,2,0,0,1,1,0,8,0,0,2,0,5,3,8,8,1,0,27,6,0,0,0,0,ramie004,wilsc004,,ramie004,wilsc004,0.2777777777777778,0.24242424242424243,0.3333333333333333,0.2857142857142857,0.5277777777777778,0.3939393939393939,0.8611111111111112,0.6796536796536796,0.0,0.0
20140402,SEA,AL,3,ANA,AL,3,8,2,54,ANA01,38007.0,38,13,2,0,3,8,0,0,0,4,0,9,0,0,2,0,7,3,2,2,1,0,27,11,0,0,1,0,29,3,2,1,0,2,0,1,0,2,0,11,0,0,1,0,3,5,8,8,0,0,27,8,1,0,2,0,paxtj001,santh001,,paxtj001,santh001,0.34210526315789475,0.10344827586206896,0.40476190476190477,0.15625,0.631578947368421,0.2413793103448276,1.036340852130326,0.3976293103448276,0.0,0.0
20140404,ANA,AL,4,HOU,AL,4,11,1,54,HOU03,15611.0,41,15,3,0,3,11,0,1,0,4,0,6,0,0,0,0,8,5,1,1,2,0,27,9,0,0,0,0,33,7,3,0,0,1,0,0,0,7,0,15,0,0,0,0,12,3,11,11,1,0,27,8,0,0,0,0,richg002,harrl002,,richg002,harrl002,0.36585365853658536,0.21212121212121213,0.41304347826086957,0.35,0.6585365853658537,0.30303030303030304,1.0715800636267232,0.6530303030303031,1.0,0.0
20140405,ANA,AL,5,HOU,AL,5,5,1,54,HOU03,28515.0,41,14,3,1,1,5,0,0,1,2,0,11,1,0,1,0,12,2,0,0,0,0,27,12,2,0,1,0,31,4,0,0,0,0,0,0,0,1,0,6,1,0,1,0,4,4,5,5,0,0,27,15,1,0,1,0,skagt001,keucd001,,skagt001,keucd001,0.34146341463414637,0.12903225806451613,0.38636363636363635,0.15625,0.5365853658536586,0.12903225806451613,0.9229490022172948,0.2852822580645161,1.0,1.0
20140406,ANA,AL,6,HOU,AL,6,4,7,51,HOU03,14786.0,34,8,1,0,0,4,0,0,1,2,0,2,2,0,0,0,6,2,7,7,0,0,24,8,1,0,0,0,31,7,0,0,5,7,0,0,1,0,0,7,1,0,0,0,1,3,4,4,0,0,27,14,0,0,1,0,felds001,weavj003,qualc001,weavj003,felds001,0.23529411764705882,0.22580645161290322,0.2972972972972973,0.25,0.2647058823529412,0.7096774193548387,0.5620031796502385,0.9596774193548387,0.0,1.0
20140407,ANA,AL,7,HOU,AL,7,9,1,54,HOU03,17936.0,36,8,1,1,1,9,0,1,0,6,1,8,0,0,0,0,7,2,1,1,0,0,27,10,0,0,0,0,30,4,2,0,1,1,0,0,0,1,0,8,0,0,0,0,3,2,9,9,0,0,27,10,1,0,0,0,wilsc004,cosaj001,,wilsc004,cosaj001,0.2222222222222222,0.13333333333333333,0.32558139534883723,0.16129032258064516,0.3888888888888889,0.3,0.7144702842377262,0.4612903225806452,1.0,0.0
20140408,ANA,AL,8,SEA,AL,7,3,5,51,SEA03,45661.0,30,4,0,0,2,3,0,0,0,4,0,9,0,0,1,0,4,5,5,5,1,0,24,6,1,0,1,0,32,8,2,0,2,5,0,0,1,5,0,9,0,1,1,0,9,5,3,3,1,0,27,10,0,0,1,0,paxtj001,santh001,rodnf001,santh001,paxtj001,0.13333333333333333,0.25,0.23529411764705882,0.3684210526315789,0.3333333333333333,0.5,0.5686274509803921,0.8684210526315791,0.0,1.0
20140409,ANA,AL,9,SEA,AL,8,2,0,54,SEA03,16437.0,34,7,0,0,1,2,0,0,1,1,0,6,1,0,0,0,7,3,0,0,0,0,27,10,2,0,1,0,29,1,0,0,0,0,0,0,0,4,0,9,0,0,1,0,6,5,2,2,0,0,27,9,0,0,0,0,richg002,eliar001,friee001,richg002,eliar001,0.20588235294117646,0.034482758620689655,0.25,0.15151515151515152,0.29411764705882354,0.034482758620689655,0.5441176470588236,0.1859979101358412,1.0,0.0
20140411,NYN,NL,10,ANA,AL,10,4,5,64,ANA01,42871.0,41,10,3,0,1,3,0,0,0,0,0,9,0,1,1,0,4,6,5,5,1,0,31,11,0,0,0,0,42,11,1,0,2,5,0,0,1,10,2,8,0,0,0,0,17,5,4,4,1,0,33,17,0,0,1,0,kohnm001,famij001,,gee-d001,skagt001,0.24390243902439024,0.2619047619047619,0.24390243902439024,0.41509433962264153,0.3902439024390244,0.42857142857142855,0.6341463414634146,0.84366576819407,1.0,1.0
20140412,NYN,NL,11,ANA,AL,11,7,6,78,ANA01,40027.0,47,11,0,0,2,7,1,0,1,8,0,14,2,1,0,0,11,6,6,6,0,0,39,19,0,0,3,0,45,9,1,0,3,6,0,0,0,2,0,7,0,0,2,0,2,8,7,7,1,0,39,10,0,0,1,0,lannj001,shoem001,,niesj001,weavj003,0.23404255319148937,0.2,0.35714285714285715,0.23404255319148937,0.3617021276595745,0.4222222222222222,0.7188449848024316,0.6562647754137116,0.0,1.0
20140413,NYN,NL,12,ANA,AL,12,2,14,51,ANA01,38855.0,30,6,1,0,0,1,0,0,0,4,0,11,0,1,2,0,5,4,14,14,3,0,24,9,0,0,1,0,40,17,4,2,5,12,0,0,0,6,1,7,0,0,1,0,8,3,2,2,2,0,27,14,0,0,3,0,wilsc004,colob001,,colob001,wilsc004,0.2,0.425,0.29411764705882354,0.5,0.23333333333333334,1.0,0.5274509803921569,1.5,1.0,0.0
20140414,OAK,AL,13,ANA,AL,13,3,2,54,ANA01,37120.0,34,9,0,0,2,3,0,0,1,1,0,4,1,0,2,0,6,3,1,1,1,0,27,11,1,1,0,0,33,5,1,0,1,2,0,0,0,0,0,9,0,0,0,0,4,4,3,3,0,0,27,9,0,0,2,0,johnj010,friee001,gregl001,chavj001,santh001,0.2647058823529412,0.15151515151515152,0.3055555555555556,0.15151515151515152,0.4411764705882353,0.2727272727272727,0.7467320261437909,0.4242424242424242,0.0,1.0
20140415,OAK,AL,14,ANA,AL,14,10,9,66,ANA01,34887.0,46,16,4,0,0,9,0,0,0,6,1,10,0,0,0,0,9,6,9,9,0,0,33,11,1,0,0,0,46,12,3,0,2,9,0,0,0,4,1,10,2,0,0,0,8,7,10,10,1,0,33,15,0,0,0,0,johnj010,herry001,,strad003,richg002,0.34782608695652173,0.2608695652173913,0.4230769230769231,0.32,0.43478260869565216,0.45652173913043476,0.8578595317725752,0.7765217391304348,0.0,0.0
20140416,OAK,AL,15,ANA,AL,15,4,5,71,ANA01,37344.0,43,8,3,0,1,4,0,0,1,5,1,10,2,0,1,0,9,6,4,4,0,0,35,11,2,1,1,0,49,12,2,0,1,5,0,0,1,2,0,5,2,0,1,0,12,6,4,4,0,0,36,13,0,0,1,0,smitj002,pomed001,,milot001,skagt001,0.18604651162790697,0.24489795918367346,0.2857142857142857,0.28846153846153844,0.32558139534883723,0.3469387755102041,0.6112956810631229,0.6354003139717426,1.0,0.0
20140418,ANA,AL,16,DET,AL,13,11,6,54,DET05,28435.0,38,13,6,1,3,11,0,0,1,4,0,4,1,1,0,0,5,5,6,6,0,0,27,7,0,0,1,0,37,11,2,0,0,6,0,0,0,5,0,5,1,0,1,0,9,5,11,11,0,0,27,13,0,0,1,0,weavj003,smyld001,,weavj003,smyld001,0.34210526315789475,0.2972972972972973,0.4186046511627907,0.38095238095238093,0.7894736842105263,0.35135135135135137,1.208078335373317,0.7323037323037322,1.0,1.0
20140419,ANA,AL,17,DET,AL,14,2,5,51,DET05,36659.0,30,4,0,0,2,2,0,0,0,2,0,13,1,0,1,0,3,3,4,4,1,0,24,5,1,0,0,0,31,10,1,0,2,5,0,2,0,6,1,6,0,1,0,0,10,3,2,2,0,0,27,9,0,0,1,0,schem001,wilsc004,,wilsc004,schem001,0.13333333333333333,0.3225806451612903,0.1875,0.41025641025641024,0.3333333333333333,0.5483870967741935,0.5208333333333333,0.9586435070306036,0.0,1.0
20140420,ANA,AL,18,DET,AL,15,1,2,51,DET05,28921.0,32,7,1,0,0,1,0,0,0,1,0,6,0,1,1,0,5,4,0,0,0,0,24,4,4,0,1,0,28,5,0,0,0,1,0,0,0,6,0,10,3,0,1,0,8,4,1,1,0,0,27,15,0,0,1,0,porcr001,santh001,nathj001,santh001,porcr001,0.21875,0.17857142857142858,0.24242424242424243,0.3235294117647059,0.25,0.17857142857142858,0.4924242424242424,0.5021008403361344,0.0,0.0
20140421,ANA,AL,19,WAS,NL,20,4,2,54,WAS11,24371.0,38,12,2,0,0,4,0,0,0,3,1,6,1,0,1,0,10,4,2,2,1,0,27,8,0,0,0,0,29,3,0,0,1,2,0,0,1,7,0,11,0,0,0,0,8,4,0,0,0,0,27,11,2,0,2,0,salaf001,clipt001,friee001,richg002,roart001,0.3157894736842105,0.10344827586206896,0.36585365853658536,0.2972972972972973,0.3684210526315789,0.20689655172413793,0.7342747111681642,0.5041938490214353,1.0,0.0
20140422,ANA,AL,20,WAS,NL,21,7,2,54,WAS11,21915.0,36,9,3,0,2,7,0,1,1,0,0,9,1,1,0,0,4,3,2,2,1,0,27,9,0,0,2,0,28,3,2,0,0,0,0,0,1,4,0,7,0,0,2,0,4,4,5,5,0,0,27,12,2,0,1,0,skagt001,jordt001,,skagt001,jordt001,0.25,0.10714285714285714,0.2631578947368421,0.24242424242424243,0.5,0.17857142857142858,0.763157894736842,0.42099567099567103,1.0,1.0
20140423,ANA,AL,21,WAS,NL,22,4,5,52,WAS11,22504.0,31,8,3,0,0,3,1,0,0,8,0,8,0,1,1,0,9,5,5,5,1,0,25,5,1,0,0,0,37,11,1,0,1,5,0,0,0,3,0,4,1,0,0,0,10,4,3,3,1,0,27,12,1,0,3,0,stord001,friee001,,weavj003,gonzg003,0.25806451612903225,0.2972972972972973,0.41025641025641024,0.35,0.3548387096774194,0.40540540540540543,0.7650951199338296,0.7554054054054054,0.0,1.0
20140425,ANA,AL,22,NYA,AL,23,13,1,54,NYC21,38358.0,43,16,4,0,4,12,1,0,0,1,0,10,0,0,0,0,5,4,1,1,0,0,27,11,0,0,1,0,31,6,1,0,0,1,0,1,0,5,0,7,2,0,1,0,9,3,11,11,1,0,27,8,1,0,0,0,wilsc004,kuroh001,,wilsc004,kuroh001,0.37209302325581395,0.1935483870967742,0.38636363636363635,0.2972972972972973,0.7441860465116279,0.22580645161290322,1.1305496828752641,0.5231037489102005,1.0,0.0
20140426,ANA,AL,23,NYA,AL,24,3,4,51,NYC21,40908.0,36,9,1,0,1,2,0,0,0,4,0,10,1,0,0,0,10,5,4,4,0,1,24,5,0,0,0,0,31,7,0,0,1,3,0,0,2,1,0,6,1,0,0,0,6,5,3,3,0,1,27,6,1,0,0,0,betad001,santh001,robed002,santh001,nunov001,0.25,0.22580645161290322,0.325,0.29411764705882354,0.3611111111111111,0.3225806451612903,0.6861111111111111,0.6166982922201139,0.0,1.0
20140427,ANA,AL,24,NYA,AL,25,2,3,51,NYC21,40028.0,31,6,2,1,1,2,0,0,1,5,0,15,0,0,2,0,8,4,2,2,2,0,24,10,1,1,1,0,27,3,1,0,1,2,0,0,1,4,0,8,0,0,1,0,5,3,2,2,0,0,27,9,0,0,2,0,warra001,kohnm001,robed002,richg002,tanam001,0.1935483870967742,0.1111111111111111,0.32432432432432434,0.25,0.41935483870967744,0.25925925925925924,0.7436791630340018,0.5092592592592593,0.0,0.0
20140428,CLE,AL,26,ANA,AL,25,3,6,51,ANA01,37654.0,32,5,1,0,1,3,0,0,0,2,0,6,0,0,0,0,4,2,5,5,0,0,24,12,1,0,1,0,29,7,1,2,0,6,2,0,0,3,1,7,1,0,1,0,4,3,3,3,0,0,27,5,1,0,0,0,salaf001,mastj001,smitj002,mastj001,skagt001,0.15625,0.2413793103448276,0.20588235294117646,0.3125,0.28125,0.41379310344827586,0.4871323529411765,0.7262931034482758,1.0,0.0
20140429,CLE,AL,27,ANA,AL,26,4,6,51,ANA01,35131.0,34,10,1,0,1,4,0,1,0,5,0,10,2,0,2,0,9,5,5,5,0,1,24,9,1,0,1,0,35,12,0,0,0,6,1,0,1,7,1,7,3,0,1,0,14,7,4,4,0,0,27,8,0,0,2,0,weavj003,klubc001,smitj002,klubc001,weavj003,0.29411764705882354,0.34285714285714286,0.375,0.46511627906976744,0.4117647058823529,0.34285714285714286,0.7867647058823529,0.8079734219269104,1.0,1.0
20140430,CLE,AL,28,ANA,AL,27,1,7,51,ANA01,33334.0,28,3,1,0,0,1,0,0,1,1,0,8,0,1,1,0,2,4,6,6,0,0,24,10,1,0,1,0,30,8,2,0,1,7,0,1,1,4,0,7,2,0,1,0,5,2,1,1,1,0,27,12,0,0,1,0,wilsc004,mcalz001,,mcalz001,wilsc004,0.10714285714285714,0.26666666666666666,0.16666666666666666,0.3611111111111111,0.14285714285714285,0.43333333333333335,0.30952380952380953,0.7944444444444445,1.0,1.0
20140502,TEX,AL,29,ANA,AL,28,5,2,54,ANA01,42989.0,35,9,0,0,2,5,0,0,0,3,0,10,0,1,1,0,6,6,2,2,0,0,27,7,0,0,0,0,35,8,1,0,0,2,0,0,1,2,0,8,3,0,0,0,9,5,5,5,0,0,27,7,0,0,1,0,lewic001,santh001,sorij001,lewic001,santh001,0.2571428571428571,0.22857142857142856,0.3157894736842105,0.2894736842105263,0.42857142857142855,0.2571428571428571,0.744360902255639,0.5466165413533834,0.0,1.0
20140503,TEX,AL,30,ANA,AL,29,3,5,51,ANA01,39107.0,36,10,1,0,0,3,0,0,0,2,1,12,1,0,1,0,8,4,5,5,0,0,24,8,1,0,0,0,37,14,4,0,0,5,1,0,0,4,0,7,0,0,0,0,13,4,3,3,0,0,27,9,1,0,1,0,richg002,tolls002,smitj002,harrm001,richg002,0.2777777777777778,0.3783783783783784,0.3157894736842105,0.43902439024390244,0.3055555555555556,0.4864864864864865,0.6213450292397661,0.925510876730389,1.0,0.0
20140504,TEX,AL,31,ANA,AL,30,14,3,54,ANA01,37765.0,40,15,3,1,2,14,0,2,1,9,1,9,1,0,0,0,11,2,3,3,0,0,27,5,0,0,1,0,34,9,2,0,2,3,0,1,1,1,0,11,0,0,1,0,7,6,14,14,1,0,27,6,0,0,0,0,darvy001,skagt001,,darvy001,skagt001,0.375,0.2647058823529412,0.4807692307692308,0.2972972972972973,0.65,0.5,1.1307692307692307,0.7972972972972974,0.0,1.0
20140505,NYA,AL,31,ANA,AL,31,1,4,51,ANA01,39701.0,31,6,1,0,0,1,0,0,0,1,0,9,0,0,2,0,4,5,4,4,0,0,24,13,1,0,1,0,28,4,0,1,0,4,0,0,0,7,1,4,0,0,1,0,7,2,1,1,0,0,27,10,0,0,2,0,weavj003,kells001,friee001,pheld001,weavj003,0.1935483870967742,0.14285714285714285,0.21875,0.3142857142857143,0.22580645161290322,0.21428571428571427,0.4445564516129033,0.5285714285714286,1.0,0.0
20140506,NYA,AL,32,ANA,AL,32,4,3,54,ANA01,40106.0,32,8,0,0,1,3,1,0,1,3,0,6,0,0,2,0,6,3,1,1,0,0,27,5,1,0,1,0,30,6,0,1,0,3,1,2,1,0,0,10,0,0,1,0,4,2,4,4,0,0,27,16,0,0,2,0,kells001,friee001,robed002,kuroh001,wilsc004,0.25,0.2,0.3333333333333333,0.21212121212121213,0.34375,0.26666666666666666,0.6770833333333333,0.4787878787878788,0.0,1.0
20140507,NYA,AL,33,ANA,AL,33,9,2,54,ANA01,44083.0,36,12,3,0,1,8,0,2,0,5,0,6,0,1,1,0,7,3,2,2,0,0,27,6,0,0,0,0,33,6,2,0,0,2,0,0,0,3,0,5,0,0,0,0,7,6,5,5,1,0,27,13,2,0,1,0,nunov001,santh001,,nunov001,santh001,0.3333333333333333,0.18181818181818182,0.3953488372093023,0.25,0.5,0.24242424242424243,0.8953488372093024,0.4924242424242424,0.0,0.0
20140509,ANA,AL,34,TOR,AL,36,4,3,54,TOR02,21383.0,34,9,4,1,1,4,0,1,0,7,3,7,2,0,0,0,11,3,3,3,3,0,27,7,0,0,1,0,33,7,1,0,1,1,0,0,0,2,0,9,1,0,1,0,5,4,4,4,0,0,27,9,1,0,1,0,smitj002,cecib001,friee001,richg002,mcgod001,0.2647058823529412,0.21212121212121213,0.38095238095238093,0.2571428571428571,0.5294117647058824,0.3333333333333333,0.9103641456582632,0.5904761904761904,1.0,0.0
20140510,ANA,AL,35,TOR,AL,37,5,3,54,TOR02,31412.0,37,12,2,0,2,4,0,0,0,1,0,6,0,1,1,0,6,2,2,2,0,0,27,13,1,1,1,0,33,6,2,0,0,3,0,0,0,0,0,4,0,0,1,0,3,3,4,4,0,0,27,7,1,0,1,0,skagt001,happj001,smitj002,skagt001,happj001,0.32432432432432434,0.18181818181818182,0.34210526315789475,0.18181818181818182,0.5405405405405406,0.24242424242424243,0.8826458036984353,0.42424242424242425,1.0,1.0
