teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win
MIL,NL,6,0,36,14,2,0,3,6,4,7,8,3,11,11,0,0.3888888888888889,0.43902439024390244,0.6944444444444444,1.1334688346883468,0.0
MIL,NL,3,0,30,3,0,0,2,3,1,7,1,5,1,1,0,0.1,0.12903225806451613,0.3,0.4290322580645161,1.0
MIL,NL,9,0,40,14,3,1,2,9,2,12,7,4,6,6,3,0.35,0.3953488372093023,0.625,1.0203488372093024,0.0
MIL,NL,3,0,33,7,1,0,1,3,2,6,7,3,15,15,0,0.21212121212121213,0.2702702702702703,0.3333333333333333,0.6036036036036037,0.0
MIL,NL,3,0,35,10,2,1,2,3,2,9,9,4,2,2,0,0.2857142857142857,0.34210526315789475,0.5714285714285714,0.913533834586466,1.0
MIL,NL,7,1,31,9,2,2,1,7,3,6,5,3,5,5,0,0.2903225806451613,0.34285714285714286,0.5806451612903226,0.9235023041474656,1.0
MIL,NL,4,1,34,11,1,1,2,4,4,9,10,4,3,3,0,0.3235294117647059,0.41025641025641024,0.5882352941176471,0.9984917043740572,1.0
MIL,NL,8,1,33,7,1,1,2,6,4,6,5,3,2,2,2,0.21212121212121213,0.2972972972972973,0.48484848484848486,0.7821457821457822,1.0
MIL,NL,3,1,26,3,0,0,2,3,1,5,1,3,2,2,0,0.11538461538461539,0.17857142857142858,0.34615384615384615,0.5247252747252747,1.0
MIL,NL,4,1,36,9,2,0,2,4,5,9,11,6,10,10,3,0.25,0.35714285714285715,0.4722222222222222,0.8293650793650793,0.0
MIL,NL,0,0,32,4,1,0,0,0,4,9,9,4,5,5,0,0.125,0.2222222222222222,0.15625,0.3784722222222222,0.0
MIL,NL,0,0,32,6,1,0,0,0,3,11,8,3,6,6,1,0.1875,0.2571428571428571,0.21875,0.4758928571428571,0.0
MIL,NL,2,0,31,4,1,0,1,2,1,8,3,4,4,4,1,0.12903225806451613,0.15625,0.25806451612903225,0.41431451612903225,0.0
MIL,NL,18,0,53,26,3,0,1,17,3,9,15,4,1,1,0,0.49056603773584906,0.5333333333333333,0.6037735849056604,1.1371069182389937,1.0
MIL,NL,4,0,35,11,1,0,0,4,3,13,9,5,3,3,1,0.3142857142857143,0.375,0.34285714285714286,0.7178571428571429,1.0
MIL,NL,3,0,34,6,2,0,0,2,4,12,8,5,15,15,0,0.17647058823529413,0.2631578947368421,0.23529411764705882,0.4984520123839009,0.0
MIL,NL,6,1,36,11,3,0,1,6,3,8,8,4,4,4,1,0.3055555555555556,0.358974358974359,0.4722222222222222,0.8311965811965811,1.0
MIL,NL,5,1,33,10,2,0,2,5,2,4,6,5,2,2,0,0.30303030303030304,0.34285714285714286,0.5454545454545454,0.8883116883116883,1.0
